approach,variable,variable_name,fitted_distribution_type,ground_truth,mean,median,mode,mu,sigma,a,b,std,associated_baseline_std
gpt-4o_base_direct_temp0.5,double_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Healthcare sector",lognormal,116612.98018828567,108012.25803610642,99707.88100326109,84965.45150791103,11.51,0.4,,,44992.11304511894,7750.047353352505
meta-llama-3-70b_base_direct_temp0.5,double_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Healthcare sector",lognormal,116612.98018828567,68528.1576245074,65512.74612369082,59874.14171519782,11.09,0.3,,,21029.803698235144,7750.047353352505
meta-llama-3-8b_base_direct_temp0.5,double_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Healthcare sector",lognormal,116612.98018828567,558.3578136649854,492.7490410932563,383.7533390611119,6.2,0.5,,,297.57140865536786,7750.047353352505
o3-mini_base_direct_tempmedium,double_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Healthcare sector",lognormal,116612.98018828567,110746.6013664062,110194.25038775145,109097.79927650755,11.61,0.1,,,11102.404554119503,7750.047353352505
o4-mini_base_direct_tempmedium,double_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Healthcare sector",lognormal,116612.98018828567,115664.61125808678,114691.36305762557,112769.36564501066,11.65,0.13,,,15100.15249362551,7750.047353352505
qwen3-235b-a22b-fp8-tput_base_direct_temp0.6,double_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Healthcare sector",lognormal,116612.98018828567,136625.65232051068,120571.71498645052,93901.34604770991,11.7,0.5,,,72813.32297046785,7750.047353352505
gpt-4o_base_direct_temp0.5,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",lognormal,139619.39395559774,156842.90840420686,149941.4254778013,137036.1447081845,11.918,0.3,,,48131.6832312031,12572.037808636887
meta-llama-3-70b_base_direct_temp0.5,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",lognormal,139619.39395559774,159532.0306232254,147266.6252405527,125492.34002075167,11.9,0.4,,,66452.4868438374,12572.037808636887
meta-llama-3-8b_base_direct_temp0.5,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",lognormal,139619.39395559774,1017.3942696239103,897.8472916504176,699.2441738158852,6.8,0.5,,,542.2104581696327,12572.037808636887
o3-mini_base_direct_tempmedium,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",lognormal,139619.39395559774,184425.34012565826,176310.16074634227,161135.35418626538,12.08,0.3,,,56596.13265942843,12572.037808636887
o4-mini_base_direct_tempmedium,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",lognormal,139619.39395559774,157156.90811606066,150241.60841162986,137310.49125269664,11.92,0.3,,,48228.04292523968,12572.037808636887
qwen3-235b-a22b-fp8-tput_base_direct_temp0.6,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",lognormal,139619.39395559774,132091.4810782717,130613.77957221285,127707.78457122872,11.78,0.15,,,19925.698548597633,12572.037808636887
gpt-4o_base_direct_temp0.5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",lognormal,118237.78826136001,145801.2978362103,134591.56135699214,114691.36305762557,11.81,0.4,,,60733.000065409025,12447.437666972457
meta-llama-3-70b_base_direct_temp0.5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",lognormal,118237.78826136001,117594.78873654043,112420.32190882803,102744.43805070824,11.63,0.3,,,36087.287456572056,12447.437666972457
meta-llama-3-8b_base_direct_temp0.5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",lognormal,118237.78826136001,753.7042125545613,665.1416330443618,518.012824668342,6.5,0.5,,,401.67938685624637,12447.437666972457
o3-mini_base_direct_tempmedium,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",lognormal,118237.78826136001,136625.65232051068,130613.77957221285,119372.00637718744,11.78,0.3,,,41927.4462942242,12447.437666972457
o4-mini_base_direct_tempmedium,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",lognormal,118237.78826136001,122393.92310586887,119970.36104918174,115266.25590734514,11.695,0.2,,,24725.624659397752,12447.437666972457
qwen3-235b-a22b-fp8-tput_base_direct_temp0.6,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",lognormal,118237.78826136001,121935.80540177358,120571.71498645052,117889.14349852424,11.7,0.15,,,18393.73804338294,12447.437666972457
gpt-4o_base_direct_temp0.5,double_8,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in CA",lognormal,146088.4906966512,145801.2978362103,134591.56135699214,114691.36305762557,11.81,0.4,,,60733.000065409025,10971.258023360353
meta-llama-3-70b_base_direct_temp0.5,double_8,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in CA",lognormal,146088.4906966512,91240.12076549686,88432.95736355477,83075.0753305505,11.39,0.25,,,23171.12143227117,10971.258023360353
meta-llama-3-8b_base_direct_temp0.5,double_8,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in CA",lognormal,146088.4906966512,1037.9469972058562,992.2747156050262,906.8708069475726,6.9,0.3,,,318.52339763772665,10971.258023360353
o3-mini_base_direct_tempmedium,double_8,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in CA",lognormal,146088.4906966512,157156.90811606066,150241.60841162986,137310.49125269664,11.92,0.3,,,48228.04292523968,10971.258023360353
o4-mini_base_direct_tempmedium,double_8,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in CA",lognormal,146088.4906966512,142914.2387054562,140084.3471757332,134591.56135699214,11.85,0.2,,,28871.07247684296,10971.258023360353
qwen3-235b-a22b-fp8-tput_base_direct_temp0.6,double_8,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in CA",lognormal,146088.4906966512,151486.2286803116,149791.55899805235,146458.8821314642,11.917,0.15,,,22851.351974463818,10971.258023360353
gpt-4o_base_direct_temp0.5,double_9,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in PA",lognormal,110540.51862350319,108012.25803610642,99707.88100326109,84965.45150791103,11.51,0.4,,,44992.11304511894,2325.8405306541667
meta-llama-3-70b_base_direct_temp0.5,double_9,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in PA",lognormal,110540.51862350319,70969.11064366704,65512.74612369082,55826.27970742336,11.09,0.4,,,29561.924793054928,2325.8405306541667
meta-llama-3-8b_base_direct_temp0.5,double_9,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in PA",lognormal,110540.51862350319,112.73049837406913,99.48431564193378,77.47846292526083,4.6,0.5,,,60.07863126228341,2325.8405306541667
o3-mini_base_direct_tempmedium,double_9,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in PA",lognormal,110540.51862350319,133419.0225335035,125492.34002075167,111023.81424153438,11.74,0.35,,,48163.91974014543,2325.8405306541667
o4-mini_base_direct_tempmedium,double_9,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in PA",lognormal,110540.51862350319,113147.77650421762,110194.25038775145,104516.47568321665,11.61,0.23,,,26371.97912806544,2325.8405306541667
qwen3-235b-a22b-fp8-tput_base_direct_temp0.6,double_9,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in PA",lognormal,110540.51862350319,112560.93517619703,109097.79927650755,102487.89776455375,11.6,0.25,,,28585.704135586388,2325.8405306541667
gpt-4o_base_direct_temp0.5,single_0,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public",lognormal,133694.84959063056,130613.77957221285,120571.71498645052,102744.43805070806,11.7,0.4,,,54406.69459755962,12789.536374041778
